assists,year,games_played,points,goals,team,age,pim,plus_minus,league
31,2007-08,45,46,15,Culver Military Academy Prep,17,38,0,USHS
0,2008-09,3,0,0,St. Louis Bandits,18,2,-1,NAHL
33,2008-09,43,49,16,Wenatchee Wild,18,71,9,NAHL
23,2009-10,46,39,16,Indiana Ice,19,48,20,USHL
13,2010-11,36,18,5,St. Cloud State Univ.,20,34,1,NCAA
13,2011-12,39,24,11,St. Cloud State Univ.,21,36,2,NCAA
25,2012-13,41,39,14,St. Cloud State Univ.,22,41,6,NCAA
18,2013-14,38,40,22,St. Cloud State Univ.,23,32,17,NCAA
3,2013-14,7,3,0,Manchester Monarchs,23,0,1,AHL
32,2014-15,75,41,9,Manchester Monarchs,24,44,17,AHL
34,2015-16,58,48,14,Ontario Reign,25,49,13,AHL
