age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,14.6,2,10,-1,NHL,0,0,1987-88,1,41,6,,4,11,,BOS,16
21,,17.4,4,9,1,NHL,10,0,1988-89,0,23,4,,0,21,,BOS,13
22,,11.1,2,19,3,NHL,18,0,1989-90,2,27,3,,1,2,,BOS,22
23,,15.4,0,18,-4,NHL,18,0,1990-91,0,26,4,,4,11,,BOS,22
24,,0.0,0,6,-4,NHL,6,0,1991-92,0,7,0,,0,0,,STL,6
25,,18.2,1,9,4,NHL,11,0,1992-93,2,11,2,,1,0,,STL,11
26,,12.5,1,3,3,NHL,4,0,1993-94,0,8,1,,0,0,,STL,4
27,,17.6,3,4,-13,NHL,11,0,1994-95,1,17,3,,0,4,,SJS,7
28,,16.7,1,2,0,NHL,6,0,1995-96,0,6,1,,0,0,,WIN,3
29,,0.0,0,3,1,NHL,7,0,1996-97,0,6,0,,0,4,,PHX,3
30,,0.0,0,3,-2,NHL,6,0,1997-98,0,6,0,,0,0,,PHX,3
