giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
11,NHL,26,0,24,0,94,41,6,24,0,416,TOT,6,0,[],2.4,0,5,1,1,0,0,2008-09,27,15:59,1,8,0,5
3,NHL,17,0,24,0,73,33,3,17,0,258,NJD,0,0,[],0.0,0,3,1,0,0,0,2008-09,15,15:10,0,6,0,3
8,NHL,9,0,24,0,21,8,3,7,0,158,ATL,6,0,[],12.5,0,2,0,1,0,0,2008-09,12,17:31,1,2,0,2
16,NHL,38,0,25,0,76,41,8,48,0,512,TOT,9,0,[],4.9,1,6,-1,2,0,1,2009-10,30,13:28,0,22,0,6
10,NHL,29,0,25,0,48,27,5,39,0,382,ATL,7,0,[],3.7,1,4,4,1,0,0,2009-10,23,13:10,0,22,0,4
6,NHL,9,0,25,0,28,14,3,9,0,130,NJD,2,0,[],7.1,0,2,-5,1,0,1,2009-10,7,14:27,0,0,0,2
16,NHL,48,1,26,0,98,57,7,48,0,835,NJD,14,0,[],1.8,1,6,-11,1,0,0,2010-11,36,17:24,0,14,0,6
