pim,team,assists,plus_minus,points,league,games_played,year,age,goals
69,Barrie Flyers,32,0,50,OHA-Jr.,48,1955-56,18,18
42,Barrie Flyers,30,0,45,OHA-Jr.,52,1956-57,19,15
27,Quebec Aces,15,0,18,QHL,47,1957-58,20,3
6,Springfield Indians,0,0,0,AHL,12,1957-58,20,0
66,Providence Reds,9,0,11,AHL,65,1958-59,21,2
52,Providence Reds,13,0,18,AHL,71,1959-60,22,5
66,Providence Reds,20,0,22,AHL,68,1960-61,23,2
29,Kingston Frontenacs,24,0,35,EPHL,43,1961-62,24,11
10,Kingston Frontenacs,32,0,60,EPHL,53,1962-63,25,28
27,Kingston Aces,27,0,47,OHA-Sr.,25,1965-66,28,20
86,Oklahoma City Blazers,25,0,33,CPHL,69,1966-67,29,8
44,Oklahoma City Blazers,50,0,64,CHL,64,1970-71,33,14
27,Kingston Aces,14,0,17,OHA-Sr.,21,1971-72,34,3
14,Kingston Aces,33,0,43,OHA-Sr.,41,1972-73,35,10
14,Napanee Comets,41,0,59,OHA-Sr.,39,1974-75,37,18
