pim,team,assists,plus_minus,points,league,games_played,year,age,goals
19,Barrie Flyers,3,0,4,OHA-Jr.,18,1955-56,18,1
6,Barrie Flyers,0,0,1,OHA-Jr.,3,1956-57,19,1
0,Springfield Indians,0,0,0,AHL,6,1957-58,20,0
4,Providence Reds,0,0,0,AHL,5,1959-60,22,0
9,Kingston Frontenacs,3,0,7,EPHL,10,1961-62,24,4
0,Kingston Frontenacs,3,0,9,EPHL,5,1962-63,25,6
4,Kingston Aces,10,0,21,OHA-Sr.,11,1965-66,28,11
2,Guelph Regals,1,0,3,Al-Cup,7,1965-66,28,2
13,Oklahoma City Blazers,4,0,5,CPHL,11,1966-67,29,1
4,Oklahoma City Blazers,6,0,6,CHL,5,1970-71,33,0
