game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,23,3,1919-20,0,0,11,0,,NHL,0,0,21,10,[],14,0,,TRS
0,0,0,0,0,5,1920-21,0,0,0,0,,NHL,0,0,22,32,[],40,0,,TOT
0,0,0,0,1,0,1920-21,0,0,2,0,,NHL,0,0,22,0,[],2,0,,HAM
0,0,0,0,23,5,1920-21,0,0,33,0,,NHL,0,0,22,32,[],38,0,,TRS
0,0,0,0,0,7,1921-22,0,0,31,0,,NHL,0,0,23,39,[],38,0,,TRS
0,0,0,0,22,11,1922-23,0,0,0,0,,NHL,0,0,24,19,[],0,0,,TRS
0,0,0,0,19,3,1923-24,0,0,16,0,,NHL,0,0,25,23,[],19,0,,TRS
0,0,0,0,29,8,1924-25,0,0,0,0,,NHL,0,0,26,41,"[{'link': '/awards/voting-1925.html#hart', 'name': 'Hart-4'}]",0,0,,TRS
0,0,0,0,31,5,1925-26,0,0,18,0,,NHL,0,0,27,26,[],23,0,,TRS
0,0,0,0,41,5,1926-27,0,0,25,0,,NHL,0,0,28,14,[],30,0,,CBH
0,0,0,0,10,0,1927-28,0,0,0,0,,NHL,0,0,29,0,[],0,0,,CBH
0,0,0,0,42,0,1928-29,0,0,1,0,,NHL,0,0,30,17,[],1,0,,NYA
0,0,0,0,6,0,1930-31,0,0,0,0,,NHL,0,0,32,0,[],0,0,,TOR
