average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,15,0,0,NHL,20,8,16,-20,89,2,1,0,4,1976-77,WSH,3,12,[],3.4,,45
,19,1,0,NHL,21,6,67,-35,84,1,4,0,8,1977-78,WSH,5,14,[],6.0,,60
,41,0,1,NHL,22,21,62,-45,133,5,2,0,12,1978-79,WSH,8,33,[],6.0,,71
,24,1,0,NHL,23,14,52,-10,105,4,0,0,6,1979-80,WSH,4,20,[],3.8,,71
,31,1,0,NHL,24,13,91,-15,120,6,2,0,10,1980-81,WSH,8,23,[],6.7,,65
,28,0,0,NHL,25,14,93,-12,91,2,1,3,8,1981-82,WSH,3,25,[],3.3,,65
,26,0,0,NHL,26,19,58,23,71,1,1,0,5,1982-83,MTL,2,24,[],2.8,,66
,1,0,0,NHL,27,1,7,-5,10,0,0,0,0,1983-84,MTL,0,1,[],0.0,,7
,19,0,0,NHL,28,13,30,-11,63,0,1,0,5,1984-85,MTL,1,18,[],1.6,,77
,5,0,0,NHL,29,2,20,-9,45,3,0,0,0,1985-86,MTL,3,2,[],6.7,,46
,10,0,0,NHL,30,8,10,-1,38,1,0,1,0,1986-87,MTL,1,9,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1987.html#byng', 'name': 'Byng-13'}, {'link': '/awards/voting-1987.html#norris', 'name': 'Norris-9'}]",2.6,,72
,13,0,0,NHL,31,10,33,21,44,1,1,0,1,1987-88,MTL,2,11,[],4.5,,59
,15,0,0,NHL,32,13,25,19,42,1,0,0,1,1988-89,MTL,1,14,[],2.4,,72
,16,0,0,NHL,34,13,24,10,36,2,0,1,0,1990-91,DET,2,14,[],5.6,,65
,0,0,0,NHL,35,0,0,-1,2,0,0,0,0,1991-92,NYI,0,0,[],0.0,,4
