shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,,C,,0,0,0,0,25,0,19,42,Don Raleigh,6.1,0.7,61,0,14,,70,0,5.4,0,/players/r/raleido01.html
0,,LW,,0,0,0,0,29,0,21,22,Ed Slowinski,4.5,0.6,43,0,18,,64,0,3.9,0,/players/s/slowied01.html
0,,C,,0,0,0,0,23,0,12,31,Paul Ronty,3.5,0.6,43,0,16,,65,0,2.9,0,/players/r/rontypa01.html
0,,LW,,0,0,0,0,28,0,15,25,Gaye Stewart,3.3,0.7,40,0,22,,69,0,2.7,0,/players/s/stewaga01.html
0,,RW,,0,0,0,0,25,0,26,12,Wally Hergesheimer,4.4,0.7,38,0,6,,68,0,3.7,0,/players/h/hergewa01.html
0,,C,,0,0,0,0,32,0,9,29,Edgar Laprade,2.4,0.7,38,0,8,,70,0,1.7,0,/players/l/lapraed01.html
0,,D,,0,0,0,0,25,0,12,23,Hy Buller,6.7,2.7,35,0,96,,68,0,4.0,0,/players/b/bullehy01.html
0,,RW,,0,0,0,0,26,0,20,10,Reg Sinclair,2.8,0.7,30,0,33,,69,0,2.1,0,/players/s/sinclre01.html
0,,LW,,0,0,0,0,20,0,14,13,Herb Dickenson,3.1,0.4,27,0,8,,37,0,2.7,0,/players/d/dickehe01.html
0,,RW,,0,0,0,0,28,0,11,10,Eddie Kullman,1.0,0.6,21,0,59,,64,0,0.3,0,/players/k/kullmed01.html
0,,LW,,0,0,0,0,24,0,7,13,Nick Mickoski,1.3,0.4,20,0,20,,43,0,0.8,0,/players/m/mickoni01.html
0,,D,,0,0,0,0,25,0,5,14,Allan Stanley,3.7,2.0,19,0,52,,50,0,1.7,0,/players/s/stanlal01.html
0,,D,,0,0,0,0,22,0,8,9,Stephen Kraftcheck,4.0,2.3,17,0,30,,58,0,1.7,0,/players/k/kraftst01.html
0,,D,,0,0,0,0,25,0,2,9,Jim Ross,2.5,2.0,11,0,25,,51,0,0.5,0,/players/r/rossji01.html
0,,D,,0,0,0,0,30,0,3,5,Frank Eddolls,2.1,1.7,8,0,18,,42,0,0.4,0,/players/e/eddolfr01.html
0,,D,,0,0,0,0,23,0,1,6,Jack Evans,2.0,2.1,7,0,83,,52,0,-0.1,0,/players/e/evansja01.html
0,,RW,,0,0,0,0,25,0,4,2,Jack Stoddard,0.3,0.2,6,0,2,,20,0,0.1,0,/players/s/stoddja01.html
0,,RW,,0,0,0,0,21,0,2,3,Jackie McLeod,0.3,0.1,5,0,2,,13,0,0.1,0,/players/m/mcleoja01.html
0,,RW,,0,0,0,0,22,0,1,1,Zellio Toppazzini,-0.3,0.2,2,0,4,,16,0,-0.5,0,/players/t/toppaze01.html
0,,C,,0,0,0,0,30,0,0,1,Jim Conacher,-0.5,0.2,1,0,2,,16,0,-0.7,0,/players/c/conacji01.html
0,,D,,0,0,0,0,29,0,0,1,Clare Martin,0.4,0.6,1,0,6,,14,0,-0.1,0,/players/m/marticl01.html
0,,D,,0,0,0,0,34,0,0,0,Lloyd Ailsby,0.1,0.1,0,0,2,,3,0,-0.1,0,/players/a/ailsbll01.html
0,,G,,0,0,0,0,20,0,0,0,Lorne Anderson,-0.6,0.0,0,0,0,,3,0,0.0,0,/players/a/anderlo01.html
0,,G,,0,0,0,0,25,0,0,0,Emile Francis,1.7,0.0,0,0,0,,14,0,0.0,0,/players/f/francem01.html
0,,G,,0,0,0,0,31,0,0,0,Chuck Rayner,6.5,0.0,0,0,4,,53,0,0.0,0,/players/r/raynech01.html
