assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
14,0,27,23,,3.9,0.9,0,,0,LW,4.8,0,NYR,/players/l/leswito01.html,0,51,0,0,Tony Leswick,,1947,41,0,59,0
20,0,20,25,,3.3,0.8,0,,0,RW,4.2,0,NYR,/players/w/warwigr01.html,0,24,0,0,Grant Warwick,,1947,40,0,54,0
25,0,15,27,,2.6,0.9,0,,0,C,3.5,0,NYR,/players/l/lapraed01.html,0,9,0,0,Edgar Laprade,,1947,40,0,58,0
10,0,20,33,,2.0,0.9,0,,0,RW,3.0,0,NYR,/players/h/hextabr01.html,0,18,0,0,Bryan Hextall,,1947,30,0,60,0
16,0,13,22,,1.6,0.8,0,,0,C,2.4,0,NYR,/players/g/gardnca01.html,0,30,0,0,Cal Gardner,,1947,29,0,52,0
8,0,20,23,,2.1,0.8,0,,0,LW,3.0,0,NYR,/players/r/russech01.html,0,8,0,0,Church Russell,,1947,28,0,54,0
16,0,8,28,,0.3,0.9,0,,0,RW,1.2,0,NYR,/players/t/trudere01.html,0,38,0,0,Rene Trudell,,1947,24,0,59,0
16,0,4,32,,1.2,3.8,0,,0,D,4.9,0,NYR,/players/c/colvine01.html,0,16,0,0,Neil Colville,,1947,20,0,60,0
10,0,9,30,,0.6,0.7,0,,0,C,1.3,0,NYR,/players/d/demarab01.html,0,4,0,0,Ab DeMarco,,1947,19,0,44,0
11,0,7,29,,1.0,0.5,0,,0,LW,1.5,0,NYR,/players/p/pikeal01.html,0,2,0,0,Alf Pike,,1947,18,0,31,0
12,0,6,32,,0.0,0.8,0,,0,C,0.8,0,NYR,/players/w/watsoph01.html,0,17,0,0,Phil Watson,,1947,18,0,48,0
10,0,4,30,,0.6,3.7,0,,0,D,4.3,0,NYR,/players/m/moebi01.html,0,44,0,0,Bill Moe,,1947,14,0,59,0
12,0,1,24,,0.2,3.6,0,,0,D,3.9,0,NYR,/players/l/laycoha01.html,0,25,0,0,Hal Laycoe,,1947,13,0,58,0
4,0,6,23,,-0.7,0.7,0,,0,LW,0.0,0,NYR,/players/b/belljo01.html,0,12,0,0,Joe Bell,,1947,10,0,47,0
8,0,2,32,,0.0,3.7,0,,0,D,3.7,0,NYR,/players/c/coopejo01.html,0,38,0,0,Joe Cooper,,1947,10,0,59,0
5,0,3,26,,0.2,2.8,0,,0,D,3.0,0,NYR,/players/j/juzdabi01.html,0,60,0,0,Bill Juzda,,1947,8,0,45,0
1,0,1,22,,-0.4,0.2,0,,0,LW,-0.2,0,NYR,/players/l/lamirje01.html,0,14,0,0,Jean-Paul Lamirande,,1947,2,0,14,0
1,0,1,25,,-0.1,0.1,0,,0,RW,0.0,0,NYR,/players/l/levanjo01.html,0,0,0,0,Joe Levandoski,,1947,2,0,8,0
1,0,0,21,,0.1,0.1,0,,0,D,0.1,0,NYR,/players/b/bellha01.html,0,0,0,0,Huddy Bell,,1947,1,0,1,0
1,0,0,22,,-0.2,0.1,0,,0,RW,-0.1,0,NYR,/players/d/denisje01.html,0,0,0,0,Jean-Paul Denis,,1947,1,0,6,0
0,0,0,31,,-0.7,0.2,0,,0,RW,-0.5,0,NYR,/players/c/colvima01.html,0,8,0,0,Mac Colville,,1947,0,0,14,0
0,0,0,26,,0.0,0.0,0,,0,G,0.1,0,NYR,/players/h/henryji01.html,0,0,0,0,Jim Henry,,1947,0,0,2,0
0,0,0,23,,0.0,0.1,0,,0,D,0.0,0,NYR,/players/l/lancija01.html,0,0,0,0,Jack Lancien,,1947,0,0,1,0
0,0,0,26,,0.0,0.0,0,,0,RW,0.0,0,NYR,/players/l/larsono01.html,0,0,0,0,Norm Larson,,1947,0,0,1,0
0,0,0,26,,0.0,0.0,0,,0,G,10.2,0,NYR,/players/r/raynech01.html,0,0,0,0,Chuck Rayner,,1947,0,0,58,0
0,0,0,24,,0.0,0.0,0,,0,C,0.0,0,NYR,/players/r/readme01.html,0,0,0,0,Mel Read,,1947,0,0,1,0
0,0,0,23,,0.0,0.0,0,,0,C,0.0,0,NYR,/players/w/whitesh01.html,0,0,0,0,Sherman White,,1947,0,0,1,0
