points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
0,"[{'link': '/coaches/vigneal01c.html', 'name': 'A. Vigneault'}]",NHL,NYR,2017-18,0,0,0,New York Rangers,0,,0,0,
102,"[{'link': '/coaches/vigneal01c.html', 'name': 'A. Vigneault'}]",NHL,NYR,2016-17,48,28,6,New York Rangers,.622,Lost NHL Second Round,0,82,4th
101,"[{'link': '/coaches/vigneal01c.html', 'name': 'A. Vigneault'}]",NHL,NYR,2015-16,46,27,9,New York Rangers,.616,Lost NHL First Round,0,82,3rd
113,"[{'link': '/coaches/vigneal01c.html', 'name': 'A. Vigneault'}]",NHL,NYR,2014-15,53,22,7,New York Rangers,.689,Lost NHL Conference Finals,0,82,1st
96,"[{'link': '/coaches/vigneal01c.html', 'name': 'A. Vigneault'}]",NHL,NYR,2013-14,45,31,6,New York Rangers,.585,Lost Stanley Cup Final,0,82,2nd
56,"[{'link': '/coaches/tortojo99c.html', 'name': 'J. Tortorella'}]",NHL,NYR,2012-13,26,18,4,New York Rangers,.583,Lost NHL Conference Semi-Finals,0,48,2nd
109,"[{'link': '/coaches/tortojo99c.html', 'name': 'J. Tortorella'}]",NHL,NYR,2011-12,51,24,7,New York Rangers,.665,Lost NHL Conference Finals,0,82,1st
93,"[{'link': '/coaches/tortojo99c.html', 'name': 'J. Tortorella'}]",NHL,NYR,2010-11,44,33,5,New York Rangers,.567,Lost NHL Conference Quarter-Finals,0,82,3rd
87,"[{'link': '/coaches/tortojo99c.html', 'name': 'J. Tortorella'}]",NHL,NYR,2009-10,38,33,11,New York Rangers,.530,,0,82,4th
95,"[{'link': '/coaches/renneto99c.html', 'name': 'T. Renney'}, {'link': '/coaches/tortojo99c.html', 'name': 'J. Tortorella'}]",NHL,NYR,2008-09,43,30,9,New York Rangers,.579,Lost NHL Conference Quarter-Finals,0,82,4th
97,"[{'link': '/coaches/renneto99c.html', 'name': 'T. Renney'}]",NHL,NYR,2007-08,42,27,13,New York Rangers,.591,Lost NHL Conference Semi-Finals,0,82,3rd
94,"[{'link': '/coaches/renneto99c.html', 'name': 'T. Renney'}]",NHL,NYR,2006-07,42,30,10,New York Rangers,.573,Lost NHL Conference Semi-Finals,0,82,3rd
100,"[{'link': '/coaches/renneto99c.html', 'name': 'T. Renney'}]",NHL,NYR,2005-06,44,26,12,New York Rangers,.610,Lost NHL Conference Quarter-Finals,0,82,3rd
69,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}, {'link': '/coaches/renneto99c.html', 'name': 'T. Renney'}]",NHL,NYR,2003-04,27,40,8,New York Rangers,.421,,7,82,4th
78,"[{'link': '/coaches/trottbr01c.html', 'name': 'B. Trottier'}, {'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,NYR,2002-03,32,36,4,New York Rangers,.476,,10,82,4th
80,"[{'link': '/coaches/lowro01c.html', 'name': 'R. Low'}]",NHL,NYR,2001-02,36,38,4,New York Rangers,.488,,4,82,4th
72,"[{'link': '/coaches/lowro01c.html', 'name': 'R. Low'}]",NHL,NYR,2000-01,33,43,1,New York Rangers,.439,,5,82,4th
73,"[{'link': '/coaches/muckljo99c.html', 'name': 'J. Muckler'}, {'link': '/coaches/tortojo99c.html', 'name': 'J. Tortorella'}]",NHL,NYR,1999-00,29,38,3,New York Rangers,.445,,12,82,4th
77,"[{'link': '/coaches/muckljo99c.html', 'name': 'J. Muckler'}]",NHL,NYR,1998-99,33,38,0,New York Rangers,.470,,11,82,4th
68,"[{'link': '/coaches/campbco01c.html', 'name': 'C. Campbell'}, {'link': '/coaches/muckljo99c.html', 'name': 'J. Muckler'}]",NHL,NYR,1997-98,25,39,0,New York Rangers,.415,,18,82,5th
86,"[{'link': '/coaches/campbco01c.html', 'name': 'C. Campbell'}]",NHL,NYR,1996-97,38,34,0,New York Rangers,.524,Lost NHL Conference Finals,10,82,4th
96,"[{'link': '/coaches/campbco01c.html', 'name': 'C. Campbell'}]",NHL,NYR,1995-96,41,27,0,New York Rangers,.585,Lost NHL Conference Semi-Finals,14,82,2nd
47,"[{'link': '/coaches/campbco01c.html', 'name': 'C. Campbell'}]",NHL,NYR,1994-95,22,23,0,New York Rangers,.490,Lost NHL Conference Semi-Finals,3,48,4th
112,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,NYR,1993-94,52,24,0,New York Rangers,.667,,8,84,1st
79,"[{'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}, {'link': '/coaches/smithro99c.html', 'name': 'R. Smith'}]",NHL,NYR,1992-93,34,39,0,New York Rangers,.470,,11,84,6th
105,"[{'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}]",NHL,NYR,1991-92,50,25,0,New York Rangers,.656,Lost NHL Division Finals,5,80,1st
85,"[{'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}]",NHL,NYR,1990-91,36,31,0,New York Rangers,.531,Lost NHL Division Semi-Finals,13,80,2nd
85,"[{'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}]",NHL,NYR,1989-90,36,31,0,New York Rangers,.531,Lost NHL Division Finals,13,80,1st
82,"[{'link': '/coaches/bergemi99c.html', 'name': 'M. Bergeron'}, {'link': '/coaches/esposph01c.html', 'name': 'P. Esposito'}]",NHL,NYR,1988-89,37,35,0,New York Rangers,.513,Lost NHL Division Semi-Finals,8,80,3rd
82,"[{'link': '/coaches/bergemi99c.html', 'name': 'M. Bergeron'}]",NHL,NYR,1987-88,36,34,0,New York Rangers,.513,,10,80,5th
76,"[{'link': '/coaches/satorte99c.html', 'name': 'T. Sator'}, {'link': '/coaches/webstto01c.html', 'name': 'T. Webster'}, {'link': '/coaches/esposph01c.html', 'name': 'P. Esposito'}]",NHL,NYR,1986-87,34,38,0,New York Rangers,.475,Lost NHL Division Semi-Finals,8,80,4th
78,"[{'link': '/coaches/satorte99c.html', 'name': 'T. Sator'}]",NHL,NYR,1985-86,36,38,0,New York Rangers,.488,Lost NHL Conference Finals,6,80,4th
62,"[{'link': '/coaches/brookhe99c.html', 'name': 'H. Brooks'}, {'link': '/coaches/patricr01c.html', 'name': 'C. Patrick'}]",NHL,NYR,1984-85,26,44,0,New York Rangers,.388,Lost NHL Division Semi-Finals,10,80,4th
93,"[{'link': '/coaches/brookhe99c.html', 'name': 'H. Brooks'}]",NHL,NYR,1983-84,42,29,0,New York Rangers,.581,Lost NHL Division Semi-Finals,9,80,4th
80,"[{'link': '/coaches/brookhe99c.html', 'name': 'H. Brooks'}]",NHL,NYR,1982-83,35,35,0,New York Rangers,.500,Lost NHL Division Finals,10,80,4th
92,"[{'link': '/coaches/brookhe99c.html', 'name': 'H. Brooks'}]",NHL,NYR,1981-82,39,27,0,New York Rangers,.575,Lost NHL Division Finals,14,80,2nd
74,"[{'link': '/coaches/sherofr01c.html', 'name': 'F. Shero'}, {'link': '/coaches/patricr01c.html', 'name': 'C. Patrick'}]",NHL,NYR,1980-81,30,36,0,New York Rangers,.463,Lost NHL Semi-Finals,14,80,4th
86,"[{'link': '/coaches/sherofr01c.html', 'name': 'F. Shero'}]",NHL,NYR,1979-80,38,32,0,New York Rangers,.538,Lost NHL Quarter-Finals,10,80,3rd
91,"[{'link': '/coaches/sherofr01c.html', 'name': 'F. Shero'}]",NHL,NYR,1978-79,40,29,0,New York Rangers,.569,Lost Stanley Cup Final,11,80,3rd
73,"[{'link': '/coaches/talboje01c.html', 'name': 'J. Talbot'}]",NHL,NYR,1977-78,30,37,0,New York Rangers,.456,Lost NHL Preliminary Round,13,80,4th
