age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
27,,0.0,0,1,0,NHL,12,0,1996-97,0,4,0,,0,22,,PHI,1
28,,0,0,0,0,NHL,4,0,1997-98,0,0,0,,0,4,,PHI,0
