age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,0,-2,NHL,6,0,1990-91,0,2,0,,0,8,,HAR,0
24,,0,0,0,0,NHL,3,0,1993-94,0,0,0,,0,0,,PIT,0
25,,0,0,0,0,NHL,5,0,1994-95,0,0,0,,0,4,,PIT,0
26,,0,0,0,0,NHL,1,0,1995-96,0,0,0,,0,2,,WIN,0
27,,0.0,0,0,0,NHL,7,0,1996-97,0,7,0,,0,2,,PHX,0
28,,0,0,0,0,NHL,1,0,1997-98,0,0,0,,0,0,,PHX,0
29,,0.0,0,0,-2,NHL,4,0,1998-99,0,5,0,6:58,0,4,28,MDA,0
30,,0,0,0,0,NHL,1,0,1999-00,0,0,0,0:17,0,0,0,WSH,0
31,,0.0,0,0,1,NHL,3,0,2000-01,0,1,0,5:42,0,2,17,NJD,0
32,,0.0,0,0,0,NHL,6,0,2001-02,0,2,0,9:47,0,2,59,NJD,0
33,SC,0.0,0,0,-2,NHL,13,0,2002-03,0,3,0,8:00,0,14,104,NJD,0
34,,0,0,0,0,NHL,1,0,2003-04,0,0,0,3:32,0,0,4,NSH,0
