game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,1,5,0,5,2,1985-86,2,0,1,0,,NHL,20.0,0,23,2,[],3,1,,PIT
0,-2,15,0,19,1,1986-87,1,0,0,0,,NHL,0.0,0,24,20,[],1,0,,PIT
0,3,35,0,44,6,1987-88,5,0,3,0,,NHL,8.6,1,25,69,[],9,3,,PIT
0,-8,27,0,43,5,1988-89,4,0,1,0,,NHL,3.7,1,26,42,[],6,1,,PIT
0,-2,57,0,62,10,1989-90,10,0,4,0,,NHL,7.0,0,27,56,[],14,4,,PIT
0,-1,52,0,64,8,1990-91,8,0,3,0,,NHL,5.8,0,28,63,[],11,3,,TOT
0,0,15,0,22,2,1990-91,2,0,1,0,,NHL,6.7,0,28,30,[],3,1,,PIT
0,-1,37,0,42,6,1990-91,6,0,2,0,,NHL,5.4,0,28,33,[],8,2,,MNS
0,-10,63,1,74,13,1991-92,11,0,1,0,,NHL,1.6,1,29,68,[],14,1,,MNS
1,0,64,1,74,7,1992-93,5,0,3,0,,NHL,4.7,1,30,66,[],10,3,,CGY
0,5,57,1,77,11,1993-94,10,0,1,0,,NHL,1.8,0,31,52,[],12,1,,CGY
0,-30,45,0,46,7,1994-95,7,0,1,1,,NHL,2.2,0,32,36,[],8,0,,OTT
0,-7,13,0,24,1,1995-96,1,0,1,0,,NHL,7.7,0,33,14,[],2,1,,OTT
