pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Kitchener Rangers,4,0,6,OHL,13,2011-12,18,2
4,Kitchener Rangers,2,0,6,OHL,10,2012-13,19,4
10,Sudbury Wolves,2,0,3,OHL,5,2013-14,20,1
8,Texas Stars,0,0,4,AHL,21,2013-14,20,4
