year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1953-54,18,3,112,12,0,OHA-Jr.,59,Toronto Marlboros,15
1954-55,19,3,141,16,0,OHA-Jr.,47,Toronto Marlboros,19
1955-56,20,9,58,12,0,OHA-Jr.,48,Toronto Marlboros,21
1956-57,21,0,35,4,0,AHL,13,Rochester Americans,4
1957-58,22,3,91,18,0,AHL,54,Rochester Americans,21
1958-59,23,4,119,13,0,AHL,69,Rochester Americans,17
1959-60,24,4,44,16,0,AHL,49,Rochester Americans,20
1960-61,25,6,101,20,0,EPHL,60,Hull-Ottawa Canadiens,26
1968-69,33,1,79,11,0,CHL,70,Houston Apollos,12
1969-70,34,0,14,10,0,AHL,66,Montreal Voyageurs,10
