league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,1,0,20,0,0,0,,TOR,[],0,0,0,0,0,0,1955-56,,0,2,0,0
NHL,53,0,21,0,12,0,,TOR,[],0,0,8,0,4,0,1956-57,,0,84,0,0
NHL,13,0,22,0,0,0,,TOR,[],0,0,0,0,0,0,1957-58,,0,9,0,0
NHL,4,0,24,0,0,0,,TOR,[],0,0,0,0,0,0,1959-60,,0,2,0,0
NHL,61,0,26,0,8,0,,MTL,[],0,0,7,0,1,0,1961-62,,0,74,0,0
NHL,0,0,27,0,21,0,,CBH,[],0,0,19,0,2,0,1962-63,,0,100,0,0
NHL,70,1,28,0,24,0,,CBH,[],0,5,19,0,5,0,1963-64,,0,91,0,0
NHL,69,0,29,0,10,0,,CBH,[],0,3,7,0,3,0,1964-65,,0,119,0,0
NHL,51,0,30,0,1,0,,CBH,[],0,0,1,0,0,0,1965-66,,0,34,0,0
NHL,58,0,31,0,4,0,,NYR,[],0,0,4,0,0,0,1966-67,,0,44,0,0
NHL,74,0,32,76,12,0,,PIT,[],2.6,2,10,-6,2,0,1967-68,,0,58,0,10
