power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,0,2,0,NHL,1950-51,19,1,MTL,,1,6,0,0,0,,,0,0
0,0,4,0,NHL,1951-52,20,3,MTL,,1,6,0,0,0,,,0,0
0,0,10,0,NHL,1952-53,21,6,MTL,,4,12,0,0,0,,SC,0,0
0,11,11,0,NHL,1953-54,22,0,MTL,,5,18,0,0,0,,,0,0
0,0,13,0,NHL,1954-55,23,8,MTL,,5,8,0,0,0,,,0,0
0,0,14,0,NHL,1955-56,24,5,MTL,,9,6,0,0,0,,SC,0,0
0,0,0,0,NHL,1956-57,25,0,MTL,,7,2,0,0,0,,SC,0,0
0,10,11,0,NHL,1957-58,26,6,MTL,,5,2,0,0,0,,SC,0,0
0,11,13,0,NHL,1958-59,27,5,MTL,,8,10,0,0,0,,SC,0,0
0,8,0,0,NHL,1959-60,28,2,MTL,,0,4,9,0,32,,SC,6.3,0
0,4,3,0,NHL,1960-61,29,2,MTL,,1,0,3,0,1,,,200.0,0
0,5,1,0,NHL,1961-62,30,0,MTL,,1,6,-2,0,8,,,0.0,0
0,5,1,0,NHL,1962-63,31,0,MTL,,1,4,-2,0,12,,,0.0,0
0,7,2,0,NHL,1963-64,32,1,MTL,,1,4,-4,0,14,,,7.1,0
0,4,2,0,NHL,1966-67,35,2,NYR,,0,0,-1,0,8,,,25.0,0
0,1,1,0,NHL,1967-68,36,0,NYR,,1,0,0,0,0,,,0,0
