assists,year,games_played,points,goals,team,age,pim,plus_minus,league
22,1996-97,54,35,13,Smiths Falls Bears,17,92,0,ON-Jr.A
16,1997-98,38,18,2,Boston University Terriers,18,50,0,H-East
15,1998-99,36,17,2,Boston University Terriers,19,72,0,H-East
43,1999-00,63,56,13,Halifax Mooseheads,20,83,32,QMJHL
5,2000-01,71,8,3,Philadelphia Phantoms,21,65,-10,AHL
6,2001-02,76,8,2,2 Teams,22,86,6,AHL
4,2001-02,61,6,2,Philadelphia Phantoms,22,71,7,AHL
2,2001-02,15,2,0,Chicago Wolves,22,15,-1,AHL
17,2002-03,76,19,2,Chicago Wolves,23,107,22,AHL
6,2003-04,73,6,0,Chicago Wolves,24,105,1,AHL
10,2004-05,73,12,2,Manitoba Moose,25,48,18,AHL
5,2008-09,47,6,1,Frolunda HC Goteborg,29,71,0,Sweden
5,2009-10,65,7,2,Portland Pirates,30,83,1,AHL
3,2010-11,70,4,1,Syracuse Crunch,31,62,10,AHL
