age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,0.0,0,0,-4,NHL,4,0,1960-61,0,2,0,,0,2,,TOR,0
24,SC,0.0,0,0,-1,NHL,9,0,1961-62,0,6,0,,0,18,,TOR,0
25,SC,8.3,0,1,2,NHL,10,0,1962-63,0,24,2,,0,11,,TOR,3
26,SC,0.0,0,1,0,NHL,13,0,1963-64,0,3,0,,0,25,,TOR,1
27,,33.3,0,0,1,NHL,5,0,1964-65,0,3,1,,0,8,,TOR,1
28,,28.6,0,1,-1,NHL,4,0,1965-66,0,7,2,,0,33,,TOR,3
29,SC,0.0,0,0,-2,NHL,8,0,1966-67,0,4,0,,0,8,,TOR,0
30,,0.0,0,1,0,NHL,4,0,1967-68,0,5,0,,0,6,,BOS,1
31,,0.0,0,2,3,NHL,9,0,1968-69,0,8,0,,0,23,,BOS,2
34,,0.0,0,1,-3,NHL,4,0,1971-72,0,7,0,,0,15,,PIT,1
36,,20.0,1,0,-3,NHL,4,0,1973-74,0,5,1,,0,2,,TOR,1
