age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,7.7,1,3,3,NHL,11,0,1986-87,0,13,1,,0,31,,MTL,4
22,,0.0,0,2,0,NHL,6,0,1987-88,0,7,0,,0,16,,MTL,2
23,,8.7,2,5,0,NHL,10,0,1988-89,0,23,2,,0,24,,STL,7
24,,25.0,3,2,3,NHL,12,0,1989-90,1,12,3,,0,63,,STL,5
25,,0.0,0,3,-4,NHL,6,0,1990-91,0,10,0,,0,25,,VAN,3
26,,0.0,0,5,-1,NHL,13,0,1991-92,0,30,0,,0,30,,VAN,5
27,,23.1,3,0,1,NHL,12,0,1992-93,1,13,3,,0,30,,VAN,3
28,,7.9,3,4,7,NHL,0,0,1993-94,1,38,3,,0,56,,VAN,7
29,,27.3,2,1,-5,NHL,11,0,1994-95,0,11,3,,1,16,,VAN,4
30,,25.0,3,1,0,NHL,11,0,1995-96,0,12,3,,0,14,,NYR,4
31,,0,0,0,0,NHL,3,0,1996-97,0,0,0,,0,6,,STL,0
