giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
6,NHL,42,1,24,3,79,52,15,57,0,512,PIT,5,0.0,[],9.6,3,10,3,5,0,2,2015-16,32,12:12,0,24,0,10
5,NHL,57,0,25,2,99,49,16,112,0,607,PIT,6,50.0,[],8.2,3,12,8,4,2,1,2016-17,42,10:39,0,18,1,11
