bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,1.54,0,0,NHL,0,20,0,0,0,0,0,0,4,0,1928-29,TOR,1,0.3,0,0,1,5,156
0,0,[],0,3.93,0,0,NHL,0,21,0,0,0,0,0,0,36,0,1929-30,TOT,5,0.5,0,0,4,9,550
0,0,[],0,5.08,0,0,NHL,0,21,0,0,0,0,0,0,11,0,1929-30,TOR,1,-0.1,0,0,1,2,130
0,0,[],0,3.57,0,0,NHL,0,21,0,0,0,0,0,0,25,0,1929-30,NYA,4,0.6,0,0,3,7,420
0,2,[],0,2.65,0,0,NHL,0,22,0,0,0,0,0,0,19,0,1930-31,TOR,5,0.9,0,1,1,7,430
0,1,[],0,3.38,0,0,NHL,0,23,0,0,0,0,0,0,18,0,1931-32,TOR,2,0.2,0,1,1,5,320
0,1,[],0,3.38,0,0,NHL,0,25,0,0,0,0,0,0,18,0,1933-34,NYA,4,0.2,0,0,1,5,320
0,0,[],0,4.43,0,0,NHL,0,35,0,0,0,0,0,0,93,0,1943-44,TOT,10,3.0,0,2,9,21,1260
0,0,[],0,4.15,0,0,NHL,0,35,0,0,0,0,0,0,83,0,1943-44,TOR,9,3.2,0,2,9,20,1200
0,0,[],0,10.00,0,0,NHL,0,35,0,0,0,0,0,0,10,0,1943-44,BOS,1,-0.2,0,0,0,1,60
