age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,2,1,NHL,4,0,1992-93,0,5,0,,0,2,,DET,2
21,,12.5,2,5,3,NHL,7,0,1993-94,0,16,2,,0,12,,DET,7
22,,20.0,8,7,12,NHL,18,0,1994-95,0,45,9,,1,10,,DET,16
23,,13.2,3,7,3,NHL,19,0,1995-96,1,38,5,,2,10,,DET,12
24,SC,13.8,4,5,3,NHL,0,0,1996-97,2,58,8,,4,14,,DET,13
25,SC,12.8,5,8,4,NHL,0,0,1997-98,0,47,6,,1,10,,DET,14
26,,21.4,3,1,-3,NHL,10,0,1998-99,0,28,6,147,3,4,,DET,7
27,,11.1,1,1,-3,NHL,8,0,1999-00,1,18,2,99,1,12,,DET,3
28,,28.6,2,1,-2,NHL,6,0,2000-01,0,14,4,99,2,2,,DET,5
34,,0.0,0,0,-6,NHL,4,0,2006-07,0,7,0,70,0,6,,ATL,0
