year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1942-43,18,4,4,3,0,N-SJHL,3,Saskatoon Jr. Quakers,7
1942-43,18,1,14,6,0,M-Cup,8,Saskatoon Jr. Quakers,7
1943-44,19,3,0,3,0,SSHL,4,Saskatoon Navy,6
1945-46,21,0,0,0,0,WCSHL,3,Regina Capitals,0
1949-50,25,7,0,7,0,AHL,8,Indianapolis Capitols,14
1952-53,28,1,0,5,0,WHL,5,Calgary Stampeders,6
1953-54,29,15,2,10,0,WHL,17,Calgary Stampeders,25
1954-55,30,3,2,3,0,WHL,9,Calgary Stampeders,6
1959-60,35,8,4,6,0,SSHL,9,Regina Capitals,14
1960-61,36,7,0,5,0,SSHL,8,Regina Capitals,12
