pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Chicoutimi Bluets,0,0,0,QPHL,7,1922-23,17,0
0,Quebec Bulldogs,0,0,0,Big-4,3,1922-23,17,0
0,Trois-Rivieres Renards,0,0,2,ECHL,9,1923-24,18,2
0,Trois-Rivieres Renards,0,0,18,ECHL,16,1924-25,19,18
0,Quebec Sons of Ireland,0,0,5,QAHA,10,1925-26,20,5
54,Quebec Castors,6,0,33,Can-Am,32,1926-27,21,27
80,Providence Reds,4,0,24,Can-Am,39,1927-28,22,20
50,Providence Reds,3,0,10,Can-Am,39,1928-29,23,7
72,Providence Reds,17,0,38,Can-Am,39,1929-30,24,21
58,Shawinigan Cataracts,26,0,41,QSHL,33,1940-41,35,15
6,North Sydney Victorias,11,0,16,CBSHL,23,1941-42,36,5
12,Providence Reds,10,0,19,AHL,50,1943-44,38,9
0,Providence Reds,5,0,5,AHL,9,1944-45,39,0
