average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,25,0,0,NHL,25,0,43,0,0,0,0,0,0,1930-31,MTL,18,7,[],0,,41
,37,0,0,NHL,26,0,40,0,0,0,0,0,0,1931-32,MTL,19,18,[],0,,0
,35,0,0,NHL,27,0,64,0,0,0,0,0,0,1932-33,MTL,12,23,[],0,,48
,24,0,0,NHL,28,0,25,0,0,0,0,0,0,1933-34,MTL,9,15,[],0,,0
,8,0,0,NHL,29,0,11,0,0,0,0,0,0,1934-35,TOT,2,6,[],0,,47
,2,0,0,NHL,29,0,9,0,0,0,0,0,0,1934-35,BOS,1,1,[],0,,24
,6,0,0,NHL,29,0,2,0,0,0,0,0,0,1934-35,MTL,1,5,[],0,,23
,16,0,0,NHL,30,0,42,0,0,0,0,0,0,1935-36,MTL,7,9,[],0,,48
,36,0,0,NHL,31,0,38,0,0,0,0,0,0,1936-37,MTL,20,16,[],0,,48
,30,0,0,NHL,32,0,9,0,0,0,0,0,0,1937-38,MTL,13,17,[],0,,47
,34,0,0,NHL,33,0,23,0,0,0,0,0,0,1938-39,MTL,12,22,[],0,,45
,16,0,0,NHL,34,0,0,0,0,0,0,0,0,1939-40,TOT,8,8,[],0,,34
,9,0,0,NHL,34,0,0,0,0,0,0,0,0,1939-40,MTL,4,5,[],0,,10
,7,0,0,NHL,34,0,0,0,0,0,0,0,0,1939-40,NYA,4,3,[],0,,24
