giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,75,3,20,0,0,127,34,0,4,975,VAN,0,0,"[{'link': '/awards/voting-2001.html#calder', 'name': 'Calder-8'}]",15.7,10,14,-3,20,0,0,2000-01,0,13:00,10,24,0,10
0,NHL,79,2,21,0,0,117,32,0,5,977,VAN,0,0,[],7.7,5,23,1,9,0,0,2001-02,0,12:22,4,32,0,18
0,NHL,79,2,22,0,0,134,31,0,3,983,VAN,0,0,[],10.4,10,17,8,14,0,0,2002-03,0,12:26,4,34,1,13
0,NHL,82,3,23,0,0,153,54,0,15,1111,VAN,0,0,"[{'link': '/awards/voting-2004.html#byng', 'name': 'Byng-48'}]",11.8,17,36,18,18,0,0,2003-04,0,13:33,1,18,0,21
0,NHL,82,4,25,0,0,204,71,0,21,1366,VAN,0,0,[],10.8,11,49,7,22,0,0,2005-06,0,16:40,11,34,2,26
0,NHL,81,8,26,0,0,236,84,0,18,1463,VAN,0,0,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2007.html#byng', 'name': 'Byng-15'}]",15.3,20,48,19,36,0,0,2006-07,0,18:04,16,36,0,30
38,NHL,82,7,27,21,403,247,74,11,20,1562,VAN,24,44.7,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2008.html#byng', 'name': 'Byng-41'}]",11.7,17,45,6,29,17,0,2007-08,14,19:03,12,50,0,25
42,NHL,82,7,28,19,482,285,82,13,15,1541,VAN,35,42.4,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2009.html#byng', 'name': 'Byng-18'}, {'link': '/awards/voting-2009.html#selke', 'name': 'Selke-50'}]",10.9,22,51,24,31,14,0,2008-09,15,18:48,9,36,0,36
28,NHL,63,8,29,22,396,225,85,8,13,1206,VAN,25,33.3,"[{'link': '/awards/nhl_all_star.html#2010', 'name': None}, {'link': '/awards/voting-2010.html#byng', 'name': 'Byng-11'}, {'link': '/awards/voting-2010.html#selke', 'name': 'Selke-45'}]",12.9,21,56,36,29,11,0,2009-10,3,19:08,8,28,0,43
48,NHL,82,10,30,13,452,266,0,13,24,1521,VAN,36,23.5,"[{'link': '/awards/nhl_all_star.html#2011', 'name': None}, {'link': '/awards/voting-2011.html#byng', 'name': 'Byng-8'}, {'link': '/awards/voting-2011.html#hart', 'name': 'Hart-2'}, {'link': '/awards/pearson.html#2011', 'name': None}, {'link': '/awards/ross.html#2011', 'name': None}, {'link': '/awards/voting-2011.html#selke', 'name': 'Selke-34'}]",15.4,23,63,30,41,4,0,2010-11,12,18:33,0,32,0,39
25,NHL,72,6,31,13,413,229,67,21,15,1355,VAN,28,31.6,"[{'link': '/awards/voting-2012.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2012.html#byng', 'name': 'Byng-28'}]",13.1,20,37,14,30,6,0,2011-12,15,18:49,10,40,0,22
21,NHL,47,3,32,4,221,138,40,15,9,894,VAN,16,42.9,"[{'link': '/awards/voting-2013.html#AS', 'name': 'AS-7'}]",8.7,9,28,12,12,3,0,2012-13,7,19:01,3,18,0,19
27,NHL,73,4,33,19,370,224,47,37,13,1504,VAN,32,29.6,[],7.1,11,31,0,16,8,0,2013-14,21,20:36,5,38,0,18
36,NHL,82,5,34,3,370,226,76,21,21,1505,VAN,19,40.0,"[{'link': '/awards/voting-2015.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2015.html#AS', 'name': 'AS-14'}, {'link': '/awards/voting-2015.html#byng', 'name': 'Byng-4'}]",8.8,16,56,5,20,2,0,2014-15,16,18:21,4,18,0,35
31,NHL,82,6,35,14,396,258,61,20,11,1503,VAN,24,26.3,"[{'link': '/awards/voting-2016.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2016.html#byng', 'name': 'Byng-25'}]",10.9,20,33,7,28,5,0,2015-16,19,18:20,8,36,1,21
30,NHL,0,3,36,3,345,216,44,20,8,1508,VAN,26,50.0,"[{'link': '/awards/voting-2017.html#byng', 'name': 'Byng-60'}]",6.9,9,29,-16,15,3,0,2016-17,18,18:23,6,32,0,21
