assists,year,games_played,points,goals,team,age,pim,plus_minus,league
33,1979-80,59,60,27,St. Albert Saints,17,146,0,AJHL
55,1980-81,54,94,39,St. Albert Saints,18,243,0,AJHL
15,1981-82,38,25,10,University of North Dakota,19,38,0,WCHA
16,1982-83,34,34,18,University of North Dakota,20,106,0,WCHA
13,1983-84,64,30,17,Canada,21,52,0,Nat-Tm
1,1983-84,7,2,1,Canada,21,12,0,Olympics
6,1984-85,26,17,11,Hershey Bears,22,28,0,AHL
22,1988-89,43,42,20,KalPa Kuopio,26,98,0,Finland
21,1989-90,33,33,12,EV Landshut,27,87,0,W.German
30,1990-91,67,51,21,Maine Mariners,28,135,0,AHL
9,1991-92,12,14,5,Canada,29,10,0,Nat-Tm
