game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,13,22,0,16,4,1983-84,4,0,3,0,,NHL,13.6,0,21,2,[],7,3,,BOS
1,-1,33,0,38,8,1984-85,8,1,6,0,,NHL,18.2,0,22,46,[],14,5,,BOS
0,3,8,0,8,0,1985-86,0,0,0,0,,NHL,0.0,0,23,17,[],0,0,,BOS
0,-7,64,0,71,12,1986-87,12,0,6,0,,NHL,9.4,0,24,81,[],18,6,,CHI
0,0,3,0,4,0,1987-88,0,0,0,0,,NHL,0.0,0,25,4,[],0,0,,EDM
