age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,1,0,NHL,5,0,1994-95,0,7,0,,0,8,,VAN,1
22,,0.0,0,2,-3,NHL,10,0,1996-97,0,20,0,,0,8,,BUF,2
23,,12.5,3,2,4,NHL,13,0,1997-98,1,24,3,,0,8,,BUF,5
24,,13.5,2,8,1,NHL,21,1,1998-99,0,37,5,472,2,18,,BUF,13
25,,0.0,0,1,-1,NHL,5,0,1999-00,0,7,0,93,0,4,,BUF,1
27,,20.0,1,0,-5,NHL,5,0,2001-02,0,5,1,81,0,2,,NYI,1
28,,0.0,0,0,-1,NHL,5,0,2002-03,0,7,0,101,0,4,,NYI,0
29,,0.0,0,0,-1,NHL,5,0,2003-04,0,12,0,115,0,6,,NYI,0
31,,14.0,5,5,5,NHL,24,1,2005-06,1,43,6,458,0,20,,EDM,11
34,,0.0,0,0,1,NHL,4,0,2008-09,0,4,0,51,0,2,10,CBJ,0
