giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,4,0,19,0,0,5,0,0,0,,VAN,0,0,[],0.0,0,0,-1,0,0,0,1993-94,0,,0,2,0,0
0,NHL,33,1,20,0,0,46,12,0,2,,VAN,0,0,[],13.0,4,6,-6,6,0,0,1994-95,0,,2,30,0,4
0,NHL,68,1,21,0,0,109,31,0,4,,BUF,0,0,[],10.1,4,20,-1,11,0,3,1995-96,0,,4,67,1,15
0,NHL,79,4,22,0,0,137,49,0,4,,BUF,0,0,"[{'link': '/awards/selke.html#1997', 'name': None}]",14.6,9,29,26,20,0,0,1996-97,0,,5,80,3,22
0,NHL,61,1,23,0,0,132,40,0,7,,BUF,0,0,"[{'link': '/awards/voting-1998.html#selke', 'name': 'Selke-2'}]",13.6,7,22,12,18,0,5,1997-98,0,,6,57,4,11
0,NHL,82,8,24,0,0,199,56,0,9,1700,BUF,0,0,"[{'link': '/awards/voting-1999.html#selke', 'name': 'Selke-3'}]",13.6,17,29,7,27,0,0,1998-99,0,20:44,10,81,1,19
0,NHL,73,3,25,0,0,144,41,0,5,1456,BUF,0,0,"[{'link': '/awards/voting-2000.html#selke', 'name': 'Selke-5'}]",13.9,18,21,6,20,0,0,1999-00,0,19:57,2,67,3,13
0,NHL,80,5,27,0,0,168,60,0,7,1618,NYI,0,0,"[{'link': '/awards/voting-2002.html#hart', 'name': 'Hart-10'}, {'link': '/awards/selke.html#2002', 'name': None}]",14.9,16,35,19,25,0,6,2001-02,0,20:14,3,62,4,24
0,NHL,66,2,28,0,0,117,42,0,8,1251,NYI,0,0,"[{'link': '/awards/voting-2003.html#selke', 'name': 'Selke-5'}]",11.1,7,29,-4,13,0,2,2002-03,0,18:57,4,43,1,20
0,NHL,76,0,29,0,0,117,40,0,3,1446,NYI,0,0,"[{'link': '/awards/voting-2004.html#selke', 'name': 'Selke-5'}]",9.4,10,29,17,11,0,1,2003-04,0,19:02,0,71,2,24
0,NHL,71,1,31,0,0,108,23,0,4,1182,EDM,0,0,[],8.3,5,14,-4,9,0,2,2005-06,0,16:39,2,56,2,8
0,NHL,35,2,32,0,0,42,15,0,0,609,TOR,0,0,[],9.5,4,11,2,4,0,0,2006-07,0,17:25,0,60,1,10
18,NHL,65,3,33,513,153,86,34,74,11,1207,CBJ,28,52.7,[],9.3,5,26,-1,8,571,0,2007-08,57,18:34,3,64,1,14
17,NHL,71,2,34,422,134,74,22,54,1,1001,CBJ,29,49.7,[],5.4,4,18,-6,4,417,0,2008-09,56,14:06,0,58,1,16
