age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,SC,5.3,2,10,2,NHL,0,0,1990-91,1,57,3,,1,6,,PIT,13
19,SC,18.6,0,13,4,NHL,0,0,1991-92,4,59,11,,2,6,,PIT,24
20,,10.6,4,4,3,NHL,12,0,1992-93,1,47,5,,1,23,,PIT,9
21,,12.5,2,4,-3,NHL,6,0,1993-94,1,16,2,,0,16,,PIT,6
22,,18.2,7,5,3,NHL,12,1,1994-95,1,55,10,,2,6,,PIT,15
23,,14.9,5,12,7,NHL,18,1,1995-96,1,74,11,,5,18,,PIT,23
24,,22.2,2,4,-4,NHL,5,0,1996-97,0,18,4,,2,4,,PIT,8
25,,17.4,3,5,5,NHL,6,0,1997-98,0,23,4,,1,2,,PIT,9
26,,15.6,4,7,1,NHL,9,0,1998-99,1,32,5,230,1,16,,PIT,12
27,,19.0,6,8,5,NHL,11,0,1999-00,0,42,8,270,2,6,,PIT,16
28,,5.3,0,10,4,NHL,16,0,2000-01,0,38,2,356,2,18,,PIT,12
30,,9.1,1,5,2,NHL,6,0,2002-03,0,22,2,151,1,2,,WSH,7
33,,0.0,0,1,0,NHL,3,0,2005-06,0,10,0,41,0,2,,NYR,1
34,,10.4,3,6,6,NHL,10,0,2006-07,0,48,5,221,2,12,,NYR,11
35,,13.5,3,10,3,NHL,10,0,2007-08,1,37,5,199,2,12,74,NYR,15
39,,3.8,1,7,-5,NHL,11,0,2011-12,1,26,1,165,0,2,50,PHI,8
40,,0.0,0,10,-1,NHL,22,0,2012-13,0,58,0,394,0,8,96,BOS,10
43,,0.0,0,2,-2,NHL,6,0,2015-16,0,20,0,131,0,4,36,FLA,2
