average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,21,0,0,-2,0,0,0,0,0,1978-79,PHI,0,0,[],0,,1
,9,1,0,NHL,23,6,219,3,25,1,0,0,2,1980-81,PHI,1,8,[],4.0,,31
,18,0,1,NHL,24,11,329,19,67,5,0,0,1,1981-82,PHI,6,12,[],9.0,,63
,24,1,0,NHL,25,20,237,42,94,2,0,0,2,1982-83,PHI,2,22,[],2.1,,77
,23,3,0,NHL,26,14,225,16,69,7,0,1,1,1983-84,PHI,7,16,[],10.1,,67
,3,0,0,NHL,27,3,100,-4,7,0,0,0,0,1984-85,PHI,0,3,[],0.0,,18
,3,0,0,NHL,28,3,125,-5,24,0,0,0,0,1985-86,VAN,0,3,[],0.0,,49
,0,0,0,NHL,29,0,52,0,2,0,0,0,0,1986-87,VAN,0,0,[],0.0,,14
,9,0,0,NHL,30,8,204,-7,21,1,0,0,0,1987-88,CHI,1,8,[],4.8,,73
,0,0,0,NHL,31,0,65,-3,4,0,0,0,0,1988-89,TOT,0,0,[],0.0,,18
,0,0,0,NHL,31,0,13,-1,1,0,0,0,0,1988-89,CHI,0,0,[],0.0,,6
,0,0,0,NHL,31,0,52,-2,3,0,0,0,0,1988-89,EDM,0,0,[],0.0,,12
