goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.7,0,NHL,4,BOS,220,28,1,0,0,11,0,0,0,0,3,0,0,0,0,.907,2002-03,118,3.00,0,[],107
9.3,0,NHL,38,BOS,2187,31,13,84,1,101,0,18.76,10,1,12,1,0,0,0,.917,2005-06,1213,2.77,4,[],1112
12.0,0,NHL,66,BOS,3619,32,29,100,0,189,0,-0.90,4,3,30,0,0,0,0,.905,2006-07,1985,3.13,6,[],1796
13.2,5,NHL,57,BOS,3342,33,19,86,0,136,55,21.25,6,3,28,0,.691,0,38,.921,2007-08,1731,2.44,2,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-2008.html#vezina', 'name': 'Vezina-9'}]",1595
14.7,3,NHL,54,BOS,3259,34,11,0,1,114,53,0,7,5,36,1,.736,0,39,0,2008-09,1694,0,6,"[{'link': '/awards/nhl_all_star.html#2009', 'name': None}, {'link': '/awards/voting-2009.html#hart', 'name': 'Hart-7'}, {'link': '/awards/jennings.html#2009', 'name': None}, {'link': '/awards/vezina.html#2009', 'name': None}]",1580
7.8,9,NHL,43,BOS,2442,35,18,96,0,104,42,4.34,8,5,17,0,.619,0,26,.915,2009-10,1221,2.56,8,[],1117
16.2,3,NHL,57,BOS,3364,36,11,0,3,112,55,0,9,9,35,3,.745,0,41,0,2010-11,1811,0,13,"[{'link': '/awards/nhl_all_star.html#2011', 'name': None}, {'link': '/awards/voting-2011.html#hart', 'name': 'Hart-5'}, {'link': '/awards/smythe.html#2011', 'name': None}, {'link': '/awards/vezina.html#2011', 'name': None}]",1699
11.5,3,NHL,59,BOS,3352,37,19,92,1,132,55,11.44,1,5,35,1,.545,0,30,.920,2011-12,1659,2.36,0,[],1527
7.4,7,NHL,48,TOT,2663,39,24,107,1,128,45,-8.23,4,0,18,1,.556,0,25,.908,2013-14,1390,2.88,4,[],1262
6.6,6,NHL,40,FLA,2299,39,20,106,1,110,40,-6.08,3,0,16,1,.575,0,23,.909,2013-14,1206,2.87,4,[],1096
0.9,1,NHL,8,DAL,364,39,4,0,0,18,5,0,1,0,2,0,.400,0,2,.902,2013-14,184,2.97,0,[],166
