age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,5.9,0,4,-2,NHL,0,0,1963-64,0,17,1,,0,14,,DET,5
21,,0.0,0,1,1,NHL,3,0,1964-65,0,3,0,,0,2,,DET,1
24,,12.0,3,6,4,NHL,11,0,1967-68,0,25,3,,0,2,,CBH,9
26,,17.6,1,3,-4,NHL,8,0,1969-70,1,17,3,,2,4,,CBH,6
27,,6.3,2,7,7,NHL,17,0,1970-71,1,32,2,,0,12,,CBH,9
28,,30.8,4,2,1,NHL,8,0,1971-72,1,13,4,,0,4,,CBH,6
29,,0,6,6,7,NHL,15,0,1972-73,1,31,10,,0,6,,CBH,16
30,,16.7,1,0,-6,NHL,7,0,1973-74,0,12,2,,1,4,,CBH,2
31,,9.1,1,1,-6,NHL,8,0,1974-75,0,11,1,,0,2,,CBH,2
32,,10.0,1,0,-3,NHL,4,0,1975-76,0,10,1,,0,4,,CBH,1
33,,0,0,0,-2,NHL,2,0,1976-77,0,0,0,,0,0,,CBH,0
35,,0.0,0,1,-2,NHL,3,0,1978-79,0,5,0,,0,2,,VAN,1
