average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,41,2,0,NHL,21,13,35,-24,154,21,2,0,5,1977-78,VAN,23,18,[],14.9,,79
,25,3,0,NHL,22,10,33,-31,143,9,4,0,2,1978-79,VAN,13,12,[],9.1,,78
,30,5,1,NHL,23,11,108,0,130,7,5,0,6,1979-80,VAN,13,17,[],10.0,,67
,24,1,0,NHL,24,13,8,6,74,9,1,0,1,1980-81,TOT,10,14,[],13.5,,46
,4,0,0,NHL,24,4,4,0,11,0,0,0,0,1980-81,VAN,0,4,[],0.0,,11
,20,1,0,NHL,24,9,4,6,63,9,1,0,1,1980-81,NYR,10,10,[],15.9,,35
,15,2,0,NHL,25,10,16,0,57,5,0,0,0,1981-82,TOT,5,10,[],8.8,,38
,12,1,0,NHL,25,9,16,-2,41,3,0,0,0,1981-82,NYR,3,9,[],7.3,,26
,3,1,0,NHL,25,1,0,2,16,2,0,0,0,1981-82,QUE,2,1,[],12.5,,12
,0,0,0,NHL,26,0,0,-6,3,0,0,0,0,1982-83,BUF,0,0,[],0.0,,3
,22,0,1,NHL,27,10,7,2,55,8,0,1,2,1983-84,VAN,9,13,[],16.4,,37
,16,1,0,NHL,28,10,23,-7,56,5,0,1,0,1984-85,VAN,5,11,[],8.9,,37
,0,0,0,NHL,30,0,0,0,0,0,0,0,0,1986-87,PHI,0,0,[],0,,1
