assists,team,goals,year,games_played,points,pim,age,plus_minus,league
13,Flin Flon Bombers,4,1963-64,57,17,96,18,0,SJHL
7,Moose Jaw Canucks,0,1964-65,17,7,22,19,0,SSHL
46,Weyburn Red Wings,16,1965-66,58,62,90,20,0,SJHL
29,Toledo Blades,8,1966-67,72,37,34,21,0,IHL
30,Kansas City Blues,7,1967-68,70,37,74,22,0,CPHL
1,Kansas City Blues,0,1968-69,2,1,2,23,0,CHL
18,Buffalo Bisons,7,1968-69,60,25,38,23,0,AHL
6,Kansas City Blues,2,1969-70,12,8,10,24,0,CHL
26,Buffalo Bisons,6,1969-70,54,32,24,24,0,AHL
17,Kansas City Blues,3,1970-71,70,20,49,25,0,CHL
20,Kansas City Blues,2,1971-72,26,22,23,26,0,CHL
