age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,0,0,NHL,2,0,1930-31,0,0,0,,0,0,,TOR,0
21,SC,0,0,2,0,NHL,0,0,1931-32,0,0,5,,0,13,,TOR,7
22,,0,0,1,0,NHL,0,0,1932-33,0,0,3,,0,2,,TOR,4
23,,0,0,0,0,NHL,5,0,1933-34,0,0,1,,0,8,,TOR,1
24,,0,0,2,0,NHL,0,0,1934-35,0,0,3,,0,2,,TOR,0
25,,0,0,2,0,NHL,0,0,1935-36,0,0,3,,0,4,,TOR,5
26,,0,0,0,0,NHL,2,0,1936-37,0,0,1,,0,2,,TOR,1
27,,0,0,0,0,NHL,6,0,1937-38,0,0,1,,0,8,,TOR,1
28,,0,0,1,0,NHL,7,0,1938-39,0,0,0,,0,2,,TOR,1
29,,0,0,1,0,NHL,3,0,1939-40,0,0,0,,0,2,,NYA,1
31,,0,0,1,0,NHL,5,0,1941-42,0,0,0,,0,0,,BOS,1
32,,0,0,2,0,NHL,9,0,1942-43,0,0,1,,0,10,,BOS,3
