age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,0,0,NHL,2,0,1999-00,0,5,0,62,0,4,,PIT,0
27,,0.0,0,1,-2,NHL,4,0,2005-06,0,5,0,98,0,8,,NYR,1
28,,16.7,1,4,6,NHL,10,0,2006-07,1,18,3,247,2,10,,NYR,7
29,,7.7,1,5,4,NHL,10,0,2007-08,0,13,1,251,0,10,31,NYR,6
30,,0.0,0,0,0,NHL,7,0,2008-09,0,5,0,159,0,4,18,NYR,0
32,,0.0,0,0,-3,NHL,4,0,2010-11,0,3,0,80,0,2,7,PHX,0
33,,0.0,0,0,-3,NHL,15,0,2011-12,0,11,0,327,0,2,18,PHX,0
34,SC,0.0,0,4,9,NHL,0,0,2012-13,0,14,0,443,0,16,24,CHI,4
35,,7.7,1,5,-1,NHL,17,0,2013-14,0,13,1,299,0,8,29,CHI,6
36,SC,0.0,0,1,-2,NHL,10,0,2014-15,0,5,0,174,0,6,18,CHI,1
37,,0.0,0,0,-3,NHL,4,0,2015-16,0,1,0,65,0,2,4,CHI,0
