shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
17.3,0,2003-04,57,6,733,0,0,0,81,2,7,-5,8,FLA,14,0,0,18,0,NHL,1,0,13:20,0,55,0,22,[],6
17.3,0,2005-06,89,13,1199,0,0,0,162,6,25,8,19,FLA,28,0,0,20,1,NHL,0,0,16:53,0,71,0,47,[],3
14.3,0,2006-07,61,25,1481,0,0,0,217,6,23,15,31,FLA,31,0,0,21,3,NHL,1,0,18:04,0,82,0,62,[],7
12.7,44,2007-08,85,25,1537,0,36,383,212,10,18,15,35,FLA,27,27,39.7,22,3,NHL,0,24,18:44,81,82,29,62,"[{'link': '/awards/voting-2008.html#selke', 'name': 'Selke-42'}]",9
16.8,486,2008-09,48,14,1196,0,26,274,131,9,16,-5,23,FLA,22,22,43.7,23,5,NHL,1,14,17:51,95,67,377,45,[],5
12.6,37,2009-10,42,33,1358,0,30,303,159,4,11,-1,37,FLA,20,30,56.5,24,4,NHL,2,20,20:53,34,65,48,57,[],7
13.8,11,2010-11,85,25,1303,0,25,334,188,2,20,29,27,BOS,26,26,42.1,25,2,NHL,0,14,16:17,74,80,8,53,[],6
18.9,1,2011-12,54,13,733,0,12,155,90,2,11,0,15,BOS,17,12,66.7,26,3,NHL,0,11,15:56,32,46,2,32,[],6
11.4,5,2012-13,22,8,725,0,13,182,114,1,13,1,9,BOS,13,9,50.0,27,1,NHL,0,10,16:51,41,43,5,22,[],0
10.4,0,2013-14,24,12,556,0,11,94,48,2,3,-3,14,CBJ,5,12,100.0,28,2,NHL,0,14,15:27,53,36,1,19,[],2
