game_winning_goals,takeaways,plus_minus,shots,faceoff_loses,shorthanded_assists,games_played,assists,faceoff_wins,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,pim,league,shotsPercentage,power_play_assists,hits,faceoff_percentage,blocks,age,total_shots,average_ice_time,awards,points,giveaways,even_strength_goals,total_ice_time,team
0,6,-1,12,25,0,17,2,31,2010-11,2,0,1,0,4,NHL,8.3,0,34,55.4,5,24,23,7:08,[],3,1,1,121,SJS
3,37,4,80,170,1,76,13,192,2011-12,12,0,4,0,47,NHL,5.0,0,93,53.0,49,25,132,9:35,[],17,25,4,728,SJS
0,5,-6,51,33,0,42,1,39,2012-13,1,0,2,0,61,NHL,3.9,0,53,54.2,27,26,87,10:07,[],3,11,2,425,SJS
1,37,-8,95,304,0,81,14,371,2013-14,14,0,3,0,86,NHL,3.2,0,103,55.0,43,27,162,11:09,[],17,26,3,903,SJS
1,13,-1,59,156,0,69,5,139,2014-15,5,0,5,0,57,NHL,8.5,0,123,47.1,33,28,99,10:44,[],10,17,5,741,TOT
1,9,-2,43,149,0,56,3,127,2014-15,3,0,5,0,50,NHL,11.6,0,91,46.0,29,28,75,10:27,[],8,15,5,585,SJS
0,4,1,16,7,0,13,2,12,2014-15,2,0,0,0,7,NHL,0.0,0,32,63.2,4,28,24,12:00,[],2,2,0,156,CHI
1,26,-8,96,44,0,77,5,43,2015-16,5,0,8,0,30,NHL,8.3,0,102,49.4,49,29,183,13:23,[],13,15,8,1030,CHI
0,9,-6,46,30,0,46,1,39,2016-17,1,0,0,0,22,NHL,0.0,0,73,56.5,17,30,84,9:24,[],1,10,0,432,CHI
