shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,,C,,0,0,0,0,26,0,25,13,Cooney Weiland,8.1,1.0,38,0,14,,44,0,7.0,0,/players/w/weilaco01.html
0,,C,,0,0,0,0,25,0,20,11,Marty Barry,6.3,1.0,31,0,26,,44,0,5.2,0,/players/b/barryma01.html
0,,D,,0,0,0,0,28,0,15,16,Eddie Shore,10.2,4.2,31,0,105,,44,0,6.0,0,/players/s/shoreed01.html
0,,RW/D,,0,0,0,0,23,0,22,8,Dit Clapper,6.4,1.0,30,0,50,,43,0,5.4,0,/players/c/clappdi01.html
0,,RW,,0,0,0,0,32,0,16,14,Harry Oliver,5.5,1.0,30,0,18,,44,0,4.5,0,/players/o/oliveha01.html
0,,D,,0,0,0,0,29,0,12,13,George Owen,8.4,3.6,25,0,33,,38,0,4.8,0,/players/o/owenge01.html
0,,C/LW,,0,0,0,0,23,0,10,11,Red Beattie,3.6,0.8,21,0,25,,32,0,2.9,0,/players/b/beattre01.html
0,,C,,0,0,0,0,24,0,7,7,Art Chapman,1.7,1.0,14,0,22,,44,0,0.7,0,/players/c/chapmar01.html
0,,C,,0,0,0,0,26,0,8,3,Dutch Gainor,1.7,0.8,11,0,14,,35,0,0.9,0,/players/g/gainodu01.html
0,,RW,,0,0,0,0,28,0,2,4,Harold Darragh,0.4,0.6,6,0,4,,25,0,-0.2,0,/players/d/darraha01.html
0,,LW,,0,0,0,0,24,0,2,4,Henry Harris,0.2,0.8,6,0,20,,32,0,-0.6,0,/players/h/harrihe01.html
0,,LW,,0,0,0,0,32,0,2,3,Percy Galbraith,-0.4,1.0,5,0,28,,43,0,-1.4,0,/players/g/galbrpe01.html
0,,C,,0,0,0,0,24,0,2,0,Jack Pratt,-0.4,0.8,2,0,36,,32,0,-1.2,0,/players/p/prattja01.html
0,,D,,0,0,0,0,29,0,0,2,Lionel Hitchman,3.4,3.9,2,0,40,,41,0,-0.5,0,/players/h/hitchli01.html
0,,RW,,0,0,0,0,21,0,0,0,Bill Hutton,-0.3,0.2,0,0,2,,9,0,-0.5,0,/players/h/huttobi01.html
0,,LW,,0,0,0,0,21,0,0,0,Ron Lyons,-0.5,0.3,0,0,19,,14,0,-0.8,0,/players/l/lyonsro01.html
0,,LW,,0,0,0,0,22,0,0,0,Paul Runge,0.0,0.0,0,0,0,,1,0,-0.1,0,/players/r/rungepa01.html
0,,G,,0,0,0,0,27,0,0,0,Tiny Thompson,9.1,0.0,0,0,0,,44,0,0.0,0,/players/t/thompti01.html
