year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1964-65,17,52,64,44,0,SJHL,54,Estevan Bruins,96
1965-66,18,52,51,66,0,SJHL,60,Estevan Bruins,118
1966-67,19,36,28,58,0,CMJHL,55,Estevan Bruins,94
1967-68,20,11,11,15,0,CPHL,37,Oklahoma City Blazers,26
1967-68,20,8,2,0,0,WHL,17,Phoenix Roadrunners,8
1968-69,21,12,50,15,0,WHL,68,Phoenix Roadrunners,27
1969-70,22,7,33,22,0,WHL,72,Phoenix Roadrunners,29
1970-71,23,19,98,41,0,CHL,70,Omaha Knights,60
1971-72,24,11,16,20,0,AHL,70,Providence Reds,31
1972-73,25,30,80,71,0,AHL,64,Nova Scotia Voyageurs,101
1973-74,26,3,42,12,0,AHL,27,Nova Scotia Voyageurs,15
1973-74,26,7,24,22,0,CHL,41,Albuquerque 6-Guns,29
1974-75,27,11,50,18,0,AHL,46,Baltimore Clippers,29
1974-75,27,1,6,5,0,NAPro,17,Johnstown Jets,6
1975-76,28,7,48,39,0,AHL,76,Baltimore Clippers,46
