assists,team,goals,year,games_played,points,pim,age,plus_minus,league
52,Oshawa Legionnaires,32,1978-79,36,84,0,15,0,ON-Jr.B
66,Cornwall Royals,37,1979-80,72,103,23,16,0,QMJHL
102,Cornwall Royals,81,1980-81,72,183,69,17,0,QMJHL
4,Canada,5,1980-81,5,9,2,17,0,WJC-A
1,Canada,3,1981-82,10,4,0,18,0,WEC-A
4,Canada,2,1985-86,8,6,4,22,0,WEC-A
1,NHL All-Stars,0,1986-87,2,1,2,23,0,RV-87
2,Canada,4,1987-88,9,6,0,24,0,Can-Cup
8,Canada,4,1988-89,10,12,6,25,0,WEC-A
3,Canada,2,1991-92,8,5,0,28,0,Can-Cup
