year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1942-43,16,1,0,1,0,MJHL,2,Winnipeg Monarchs,2
1943-44,17,16,4,9,0,EAHL,11,Brooklyn Crescents,25
1944-45,18,5,19,7,0,MJHL,7,Winnipeg Monarchs,12
1944-45,18,1,0,2,0,WNDHL,2,Winnipeg Army,3
1945-46,19,7,18,11,0,MJHL,7,Brandon Elks,18
1946-47,20,3,0,15,0,WSrHL,4,Winnipeg Flyers,18
1946-47,20,8,0,7,0,Al-Cup,8,Winnipeg Flyers,15
1955-56,29,1,2,1,0,WHL,3,Saskatoon Quakers,2
1956-57,30,0,0,3,0,WHL,9,Brandon Regals,3
1956-57,30,2,2,6,0,Ed-Cup,6,Brandon Regals,8
