even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,TOR,0,4,21,0,,NHL,0,0,,1938-39,2,0,,0,0,0
0,0,TOR,2,2,22,0,,NHL,0,0,,1939-40,9,0,,0,2,0
0,2,TOR,0,0,23,0,,NHL,0,0,,1940-41,7,0,,0,2,0
0,0,MTL,0,0,24,0,,NHL,0,0,,1941-42,3,0,,0,0,0
