assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Toronto Marlboros,0,1932-33,3,0,2,15,0,OHA-Jr.
4,West Toronto Nationals,6,1935-36,5,10,2,18,0,OHA-Jr.
2,Toronto Goodyears,4,1935-36,6,6,9,18,0,OHA-Sr.
8,West Toronto Nationals,18,1935-36,12,26,20,18,0,M-Cup
0,Toronto Goodyears,3,1936-37,5,3,8,19,0,OHA-Sr.
2,Toronto Goodyears,3,1937-38,6,5,4,20,0,OHA-Sr.
2,Syracuse Stars,1,1937-38,6,3,0,20,0,IAHL
1,Syracuse Stars,0,1938-39,3,1,10,21,0,IAHL
10,Toronto People\'s Credit,8,1942-43,7,18,12,25,0,TIHL
5,Toronto Staffords,9,1943-44,9,14,8,26,0,TMHL
2,Rockcliffe RCAF,0,1944-45,2,2,0,27,0,ONDHL
3,Toronto Barkers,9,1946-47,6,12,4,29,0,TIHL
6,Toronto Barkers,10,1947-48,9,16,18,30,0,TIHL
0,Toronto Barkers,3,1948-49,4,3,4,31,0,TIHL
