assists,year,games_played,points,goals,team,age,pim,plus_minus,league
16,1984-85,65,30,14,New Westminster Bruins,19,87,0,WHL
51,1985-86,65,112,61,Saskatoon Blades,20,232,0,WHL
2,1986-87,9,4,2,Springfield Indians,21,82,0,AHL
10,1987-88,16,18,8,Baltimore Skipjacks,22,121,0,AHL
11,1987-88,22,17,6,Kalamazoo Wings,22,215,0,IHL
14,1989-90,36,21,7,Kalamazoo Wings,24,218,0,IHL
32,1990-91,55,59,27,Kalamazoo Wings,25,160,0,IHL
29,1991-92,62,57,28,Kansas City Blades,26,188,0,IHL
11,1992-93,30,22,11,Kansas City Blades,27,83,0,IHL
23,1993-94,65,41,18,4 Teams,28,300,0,IHL
10,1993-94,21,20,10,Atlanta Knights,28,109,0,IHL
12,1993-94,34,16,4,Salt Lake Golden Eagles,28,125,0,IHL
0,1993-94,1,0,0,Las Vegas Thunder,28,17,0,IHL
1,1993-94,9,5,4,Cleveland Lumberjacks,28,49,0,IHL
14,1994-95,63,34,20,2 Teams,29,199,0,IHL
6,1994-95,25,12,6,Cleveland Lumberjacks,29,113,0,IHL
8,1994-95,38,22,14,San Diego Gulls,29,86,0,IHL
17,1995-96,55,26,9,Minnesota Moose,30,173,0,IHL
13,1996-97,68,26,13,Milwaukee Admirals,31,131,0,IHL
