shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1974-75,13,0,,0,8,1,0,-1,1,CBH,0,22,0,NHL,0,,12,1,[],0
0.0,1975-76,13,0,,0,5,0,0,-12,0,CBH,0,23,0,NHL,0,,12,0,[],0
0.0,1976-77,14,3,,0,7,0,0,-4,3,CBH,0,24,0,NHL,0,,12,3,[],0
3.7,1977-78,249,3,,0,27,1,1,-28,4,TOT,1,25,0,NHL,0,,54,5,[],0
0.0,1977-78,20,0,,0,4,0,0,-4,0,CBH,0,25,0,NHL,0,,6,0,[],0
4.3,1977-78,229,3,,0,23,1,1,-24,4,CLE,1,25,0,NHL,0,,48,5,[],0
2.6,1978-79,282,9,,0,38,0,1,-3,9,TOT,1,26,0,NHL,0,,58,10,[],0
5.9,1978-79,80,3,,0,17,0,1,-1,3,VAN,1,26,0,NHL,0,,22,4,[],0
0.0,1978-79,202,6,,0,21,0,0,-2,6,LAK,0,26,0,NHL,0,,36,6,[],0
0.0,1979-80,94,1,,0,10,0,0,-3,1,LAK,0,27,0,NHL,0,,42,1,[],0
0.0,1980-81,165,5,,0,14,0,0,-6,5,CGY,0,28,0,NHL,0,,48,5,[],0
6.1,1981-82,259,5,,1,33,0,2,-11,6,TOT,2,29,0,NHL,0,,61,8,[],0
0.0,1981-82,9,0,,0,1,0,0,-4,0,CGY,0,29,0,NHL,0,,8,0,[],0
6.3,1981-82,250,5,,1,32,0,2,-7,6,WSH,2,29,0,NHL,0,,53,8,[],0
0.0,1982-83,0,8,,0,30,0,0,-7,8,WSH,0,30,0,NHL,0,,70,8,[],0
0.0,1983-84,74,0,,0,4,0,0,-1,0,PHI,0,31,0,NHL,0,,26,0,[],0
