year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2008-09,17,2,18,5,0,Swiss-B,36,GCK Lions,7
2009-10,18,1,4,3,0,Swiss-B,4,GCK Lions,4
2010-11,19,1,8,2,0,Swiss-B,11,GCK Lions,3
2011-12,20,6,48,12,7,Swiss-A,47,Zurich,18
2012-13,21,3,12,14,6,Swiss-A,45,Zurich,17
2013-14,22,8,40,17,15,Swiss-A,39,Zurich,25
2013-14,22,8,40,17,15,NLA,39,ZSC Lions,25
2013-14,22,1,8,4,0,ET,6,ZSC Lions,5
2013-14,22,0,8,4,0,Internationa,14,Latvia (all),4
2013-14,22,0,4,4,1,WC,7,Latvia,4
2013-14,22,0,2,0,1,Olympics,5,Latvia,0
2014-15,23,5,23,7,6,AHL,36,Utica Comets,12
