assists,team,goals,year,games_played,points,pim,age,plus_minus,league
20,Hamilton Mountain A\'s,25,1979-80,43,45,42,18,0,ON-Jr.A
0,Brantford Alexanders,1,1979-80,3,1,0,18,0,OMJHL
52,Brantford Alexanders,34,1980-81,66,86,94,19,0,OMJHL
50,Brampton Battalion,43,1981-82,55,93,141,20,0,OHL
55,Maine Mariners,28,1982-83,75,83,32,21,0,AHL
42,Springfield Indians,18,1983-84,28,60,15,22,0,AHL
7,Hershey Bears,6,1984-85,14,13,14,23,0,AHL
30,2 Teams,17,1985-86,35,47,55,24,0,AHL
22,Hershey Bears,12,1985-86,23,34,34,24,0,AHL
8,New Haven Nighthawks,5,1985-86,12,13,21,24,0,AHL
67,HC Bolzano,36,1986-87,35,103,47,25,0,Italy
10,Hershey Bears,4,1986-87,17,14,2,25,0,AHL
38,Innsbrucker EV,32,1987-88,34,70,14,26,0,Austria
17,Maine Mariners,16,1987-88,29,33,16,26,0,AHL
21,Rogle BK Angelholm,21,1988-89,32,42,56,27,0,Sweden-2
3,Zurcher SC,6,1989-90,5,9,0,28,0,Swiss
27,New Haven Nighthawks,13,1989-90,32,40,15,28,0,AHL
27,Binghamton Rangers,9,1990-91,50,36,8,29,0,AHL
73,San Diego Gulls,34,1991-92,70,107,124,30,0,IHL
20,Ayr Scottish Raiders,16,1992-93,8,36,28,31,0,BH-Cup
36,San Diego Gulls,23,1992-93,59,59,49,31,0,IHL
1,Krefelder EV,1,1993-94,2,2,0,32,0,Germany
30,Houston Aeros,12,1994-95,53,42,10,33,0,IHL
4,Springfield Indians,2,1994-95,5,6,2,33,0,AHL
40,Heilbronner EC,15,1995-96,28,55,58,34,0,German-2
2,Grand Rapids Griffins,2,1996-97,19,4,6,35,0,IHL
63,San Diego Gulls,27,1997-98,45,90,62,36,43,WCHL
64,San Diego Gulls,23,1998-99,49,87,36,37,15,WCHL
14,Phoenix Mustangs,4,1999-00,12,18,2,38,1,WCHL
17,Phoenix Mustangs,10,2000-01,21,27,4,39,0,WCHL
