assists,team,goals,year,games_played,points,pim,age,plus_minus,league
63,Shellbrook Steelers,42,1992-93,42,105,107,17,0,SMHL
31,Tacoma Rockets,23,1993-94,71,54,122,18,0,WHL
41,Tacoma Rockets,32,1994-95,71,73,142,19,0,WHL
16,Springfield Falcons,6,1995-96,67,22,85,20,0,AHL
1,Springfield Falcons,3,1996-97,12,4,23,21,0,AHL
14,Springfield Falcons,20,1997-98,73,34,70,22,5,AHL
11,Springfield Falcons,23,1998-99,63,34,85,23,-8,AHL
27,Springfield Falcons,21,1999-00,59,48,164,24,10,AHL
10,Springfield Falcons,6,2000-01,24,16,81,25,-1,AHL
6,Hershey Bears,9,2001-02,35,15,50,26,14,AHL
21,Cleveland Barons,23,2002-03,80,44,81,27,-12,AHL
17,Cleveland Barons,17,2003-04,77,34,118,28,4,AHL
18,Oji Seishi Tokyo,21,2004-05,39,39,134,29,0,AsianHL
