year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1993-94,17,10,2,10,0,OHL,17,Ottawa 67\'s,20
1995-96,19,8,6,8,0,OHL,10,Sarnia Sting,16
1997-98,21,1,0,0,0,AHL,1,Beast of New Haven,1
1998-99,22,4,0,1,0,AHL,5,St. John\'s Maple Leafs,5
2001-02,25,1,8,0,0,Finland,3,Ilves Tampere,1
2002-03,26,1,6,2,0,Finland,9,Jokerit Helsinki,3
2003-04,27,1,2,1,0,Russia,8,Ak Bars Kazan,2
2005-06,29,3,8,1,0,Russia,7,CSKA Moscow,4
2006-07,30,2,6,1,0,Russia,12,CSKA Moscow,3
2007-08,31,2,36,1,0,Russia,9,SKA St. Petersburg,3
2008-09,32,1,4,0,0,KHL,3,SKA St. Petersburg,1
2009-10,33,1,0,0,0,KHL,3,Barys Astana,1
