assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1991-92,6,6,3,Portland Winter Hawks,16,13,0,WHL
8,1992-93,16,15,7,Portland Winter Hawks,17,29,0,WHL
8,1993-94,10,17,9,Portland Winter Hawks,18,33,0,WHL
