assists,year,games_played,points,goals,team,age,pim,plus_minus,league
44,1990-91,35,72,28,Beaver Valley Nite Hawks,15,95,0,KIJHL
30,1991-92,68,60,30,Portland Winter Hawks,16,81,0,WHL
36,1992-93,58,69,33,Portland Winter Hawks,17,126,0,WHL
0,1992-93,7,0,0,United States,17,10,0,WJC-A
56,1993-94,65,99,43,Portland Winter Hawks,18,212,0,WHL
0,1993-94,7,0,0,United States,18,8,0,WJC-A
20,1994-95,29,48,28,Portland Winter Hawks,19,129,0,WHL
4,1994-95,7,10,6,United States,19,10,0,WJC-A
2,1996-97,7,4,2,United States,21,8,0,W-Cup
0,1997-98,4,1,1,United States,22,2,0,Olympics
1,2001-02,6,2,1,United States,26,2,3,Olympics
