giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,4,0,21,0,0,2,1,0,0,,DAL,0,0,[],0.0,0,1,-2,0,0,0,1997-98,0,,0,2,0,1
0,NHL,14,0,22,0,0,8,3,0,0,228,DAL,0,0,[],12.5,1,2,3,1,0,0,1998-99,0,16:18,0,19,0,2
0,NHL,60,1,23,0,0,33,4,0,0,704,DAL,0,0,[],9.1,3,1,-14,3,0,0,1999-00,0,11:44,0,50,0,1
0,NHL,80,2,24,0,0,43,14,0,2,1184,DAL,0,0,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-18'}, {'link': '/awards/voting-2001.html#norris', 'name': 'Norris-16'}]",9.3,4,10,28,4,0,0,2000-01,0,14:48,0,76,1,7
0,NHL,66,0,25,0,0,56,7,0,1,873,DAL,0,0,[],1.8,1,6,-1,1,0,0,2001-02,0,13:14,0,40,0,5
0,NHL,70,0,26,0,0,52,15,0,1,1230,TBL,0,0,[],1.9,1,14,4,1,0,0,2002-03,0,17:34,0,46,0,13
0,NHL,79,1,27,0,0,86,19,0,2,1482,TBL,0,0,[],5.8,5,14,29,5,0,0,2003-04,0,18:45,0,24,0,12
0,NHL,75,1,29,0,0,49,21,0,1,1443,TOT,0,0,[],4.1,2,19,0,2,0,0,2005-06,0,19:14,0,40,1,17
0,NHL,57,1,29,0,0,36,13,0,1,1097,NYI,0,0,[],2.8,1,12,-3,1,0,0,2005-06,0,19:15,0,32,1,10
0,NHL,18,0,29,0,0,13,8,0,0,345,NJD,0,0,[],7.7,1,7,3,1,0,0,2005-06,0,19:11,0,8,0,7
0,NHL,75,2,30,0,0,50,12,0,1,1517,NJD,0,0,[],8.0,3,8,1,4,0,1,2006-07,0,20:13,0,36,0,7
11,NHL,59,0,31,0,68,28,7,151,0,980,TBL,17,0,[],3.6,1,6,-15,1,0,0,2007-08,105,16:36,0,20,1,5
30,NHL,58,0,32,0,95,43,8,117,0,940,SJS,17,0,[],0.0,0,8,5,0,0,0,2008-09,82,16:13,0,12,0,8
4,NHL,13,1,33,0,9,1,2,12,0,146,VAN,2,0,[],100.0,1,1,5,1,0,0,2009-10,25,11:13,0,4,0,1
0,NHL,5,0,34,0,6,3,0,5,0,51,DAL,1,0,[],0.0,0,0,2,0,0,0,2010-11,6,10:16,0,0,0,0
