shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
10.3,1991-92,6,4,,0,29,0,3,-1,4,BOS,3,22,2,NHL,0,,14,7,[],0
12.3,1992-93,24,11,,2,146,0,16,20,13,BOS,18,23,4,NHL,2,,73,31,[],0
5.5,1993-94,32,10,,1,183,0,8,-2,11,BOS,10,24,1,NHL,2,,77,21,[],0
10.0,1994-95,23,9,,0,70,0,6,0,9,BOS,7,25,0,NHL,1,,36,16,[],0
12.4,1995-96,43,11,,1,129,0,15,-3,12,BOS,16,26,3,NHL,1,,76,28,[],0
17.7,1996-97,27,7,,0,96,1,11,-8,8,BOS,17,27,2,NHL,2,,30,25,[],4
16.3,1997-98,54,13,,0,160,7,17,8,20,BOS,26,28,6,NHL,0,,61,46,[],9
15.1,1998-99,30,13,1153,0,146,5,13,7,18,BOS,22,29,3,NHL,0,15:48,73,40,[],9
8.3,1999-00,36,9,1121,0,145,4,10,-8,13,BOS,12,30,2,NHL,0,14:57,75,25,[],2
18.8,2000-01,46,19,1439,0,144,8,12,-13,27,TOT,27,31,4,NHL,0,18:13,79,54,[],15
17.6,2000-01,38,15,1223,0,125,5,8,-19,20,CBJ,22,31,3,NHL,0,18:49,65,42,[],14
26.3,2000-01,8,4,215,0,19,3,4,6,7,BUF,5,31,1,NHL,0,15:24,14,12,[],1
12.2,2001-02,46,7,1152,0,123,9,7,-15,16,LAK,15,32,4,NHL,0,15:47,73,31,[],8
11.4,2002-03,12,5,413,1,44,1,4,-5,7,LAK,5,33,0,NHL,0,15:17,27,12,[],1
