assists,team,goals,year,games_played,points,pim,age,plus_minus,league
23,Guelph CMC Biltmore Mad Hatters,7,1974-75,25,30,0,15,0,ON-Jr.A
19,Sault Ste. Marie Greyhounds,9,1975-76,64,28,65,16,0,OMJHL
64,Sault Ste. Marie Greyhounds,29,1976-77,61,93,142,17,0,OMJHL
42,Sault Ste. Marie Greyhounds,15,1977-78,36,57,101,18,0,OMJHL
4,Canada,1,1977-78,6,5,8,18,0,WJC-A
1,Canada,0,1981-82,7,1,6,22,0,Can-Cup
3,Canada,3,1981-82,10,6,12,22,0,WEC-A
2,Canada,1,1982-83,5,3,2,23,0,WEC-A
1,Canada,0,1986-87,10,1,14,27,0,WEC-A
2,Canada,0,1987-88,9,2,6,28,0,Can-Cup
