power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,2,0,0,NHL,1972-73,22,0,PHI,,0,0,0,0,0,,,0,0
0,4,1,0,NHL,1973-74,23,1,PHI,,0,4,2,0,10,,SC,10.0,1
0,12,1,0,NHL,1974-75,24,1,PHI,,0,8,0,0,9,,SC,11.1,1
0,2,1,0,NHL,1975-76,25,0,ATF,,1,0,1,0,3,,,0.0,0
0,3,2,0,NHL,1976-77,26,1,ATF,,1,0,0,0,7,,,14.3,0
0,2,0,0,NHL,1977-78,27,0,ATF,,0,2,-3,0,3,,,0.0,0
0,2,0,0,NHL,1978-79,28,0,ATF,,0,0,-2,0,3,,,0.0,0
0,4,0,0,NHL,1979-80,29,0,ATF,,0,4,-1,0,3,,,0.0,0
0,16,3,0,NHL,1980-81,30,2,CGY,,1,6,-5,0,16,,,12.5,2
0,3,0,0,NHL,1981-82,31,0,CGY,,0,2,0,0,1,,,0.0,0
