year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,16,11,4,1,0,WHL,12,Victoria Cougars,2
1984-85,18,2,13,1,0,WHL,6,Portland Winter Hawks,3
1985-86,19,6,72,3,0,WHL,25,Medicine Hat Tigers,9
1986-87,20,5,22,6,0,IHL,10,Saginaw Generals,11
1987-88,21,3,44,7,0,IHL,10,Saginaw Hawks,10
1990-91,24,7,6,2,0,IHL,6,Milwaukee Admirals,9
1992-93,26,1,22,0,0,IHL,4,Peoria Rivermen,1
1994-95,28,6,34,4,0,IHL,15,Milwaukee Admirals,10
1995-96,29,2,10,1,0,IHL,4,Milwaukee Admirals,3
1996-97,30,0,19,0,0,IHL,3,Milwaukee Admirals,0
1997-98,31,4,92,3,0,IHL,14,Orlando Solar Bears,7
1998-99,32,3,38,0,0,IHL,17,Orlando Solar Bears,3
