average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
14:59,0,7,0,0,0,NHL,21,7,0,21,1,45,0,0,0,0,0,0,0,2003-04,LAK,0,0,7,0,0.0,704,47,[]
17:41,0,21,0,0,0,NHL,23,17,0,77,0,72,0,2,0,0,2,0,0,2005-06,LAK,2,0,19,0,2.8,1380,78,[]
18:53,0,6,0,0,0,NHL,24,2,0,57,-10,72,0,1,0,1,1,1,0,2006-07,CAR,2,0,4,0,2.8,1076,57,[]
18:38,203,19,0,0,107,NHL,25,13,0,84,5,98,0,3,0,0,2,1,30,2007-08,CAR,3,151,16,39,3.1,1491,80,[]
20:40,148,12,0,0,133,NHL,26,10,0,68,3,61,0,0,0,0,1,1,26,2008-09,CAR,0,171,12,23,0.0,1447,70,[]
21:12,168,19,0,1,112,NHL,27,8,0,78,0,76,0,3,0,1,1,5,22,2009-10,CAR,5,142,14,25,6.6,1293,61,[]
20:58,226,16,0,0,138,NHL,28,12,0,85,-11,84,0,2,0,0,1,1,16,2010-11,CAR,2,215,14,43,2.4,1719,82,[]
20:43,146,18,0,0,112,NHL,29,14,0,71,12,65,0,1,0,0,1,2,18,2011-12,CAR,1,129,17,32,1.5,1698,82,[]
19:34,100,9,0,0,64,NHL,30,8,0,40,-3,36,0,0,0,0,0,1,10,2012-13,CAR,0,90,9,11,0.0,822,42,[]
16:38,80,6,0,0,88,NHL,31,5,0,65,-21,43,0,1,0,0,0,0,9,2013-14,TOT,1,156,5,26,2.3,931,56,[]
15:54,28,1,0,0,19,NHL,31,1,0,10,-7,15,0,0,0,0,0,0,1,2013-14,CAR,0,48,1,7,0.0,270,17,[]
16:57,52,5,0,0,69,NHL,31,4,0,55,-14,28,0,1,0,0,0,0,8,2013-14,TOR,1,108,4,19,3.6,661,39,[]
16:20,110,9,0,0,108,NHL,32,8,0,55,-13,54,0,1,0,0,0,0,11,2014-15,TOT,1,167,8,22,1.9,1176,72,[]
16:39,85,7,0,0,88,NHL,32,6,0,44,-18,44,0,1,0,0,0,0,6,2014-15,CAR,1,133,6,16,2.3,916,55,[]
15:17,25,2,0,0,20,NHL,32,2,0,11,5,10,0,0,0,0,0,0,5,2014-15,WSH,0,34,2,6,0.0,260,17,[]
