power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,6,5,1,NHL,2013-14,22,2,DAL,111,3,0,2,0,13,25,,15.4,1
0,13,8,1,NHL,2015-16,24,1,DAL,245,7,8,-4,0,16,38,,6.3,1
