age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,0,1,NHL,2,0,1996-97,0,10,0,,0,2,,NJD,0
21,,0.0,0,0,0,NHL,2,0,1997-98,0,5,0,,0,0,,NJD,0
22,,25.0,3,3,-3,NHL,7,0,1998-99,1,12,3,127,0,4,,NJD,6
23,SC,20.0,0,8,8,NHL,0,0,1999-00,3,45,9,353,1,10,,NJD,17
24,,14.1,6,12,0,NHL,0,0,2000-01,2,71,10,467,2,12,,NJD,22
25,,0.0,0,1,1,NHL,4,0,2001-02,0,6,0,72,0,0,,NJD,1
26,,6.9,3,9,3,NHL,21,0,2002-03,2,58,4,392,1,12,,MDA,13
29,,0.0,0,0,-5,NHL,4,0,2005-06,0,9,0,71,0,0,,NYR,0
31,,14.3,4,3,2,NHL,20,0,2007-08,1,42,6,299,2,16,81,PIT,9
32,SC,0.0,0,1,-3,NHL,7,0,2008-09,0,7,0,83,0,0,19,PIT,1
35,,8.3,1,3,3,NHL,18,0,2011-12,0,24,2,238,1,6,55,NJD,5
