year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1939-40,17,10,28,5,0,OHA-B,16,Waterloo Siskins,15
1940-41,18,1,6,4,0,OHA-Jr.,5,Guelph Biltmores,5
1941-42,19,0,0,1,0,EAHL,1,Boston Olympics,1
1943-44,21,1,0,1,0,QSHL,6,Montreal Royals,2
1944-45,22,0,2,3,0,NSDHL,5,Halifax Navy,3
1945-46,23,4,2,10,0,EAHL,12,Boston Olympics,14
1948-49,26,1,10,7,0,AHL,11,Hershey Bears,8
1951-52,29,1,12,1,0,AHL,7,Cincinnati Mohawks,2
1952-53,30,4,18,3,0,OHA-Sr.,11,Kitchener Dutchmen,7
1952-53,30,5,28,12,0,Al-Cup,18,Kitchener Dutchmen,17
1953-54,31,1,5,0,0,OHA-Sr.,8,Kitchener Dutchmen,1
1954-55,32,1,6,2,0,OHA-Sr.,10,Kitchener Dutchmen,3
1954-55,32,5,10,6,0,Al-Cup,17,Kitchener Dutchmen,11
